time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-08 00:00:00+00:00,26,16,9,2
2026-05-09 00:00:00+00:00,43,21,5,5
2026-05-10 00:00:00+00:00,29,20,19,10
2026-05-11 00:00:00+00:00,15,14,2,1
2026-05-12 00:00:00+00:00,47,27,0,0
2026-05-13 00:00:00+00:00,27,15,4,4
2026-05-14 00:00:00+00:00,29,17,7,6
2026-05-15 00:00:00+00:00,41,20,7,7
2026-05-16 00:00:00+00:00,30,13,3,1
2026-05-17 00:00:00+00:00,23,14,38,7
2026-05-18 00:00:00+00:00,30,18,1,1
2026-05-19 00:00:00+00:00,21,16,4,3
2026-05-20 00:00:00+00:00,33,17,1,1
2026-05-21 00:00:00+00:00,25,13,39,5
