time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-15 00:00:00+00:00,20,13,3,3
2026-03-16 00:00:00+00:00,26,21,9,9
2026-03-17 00:00:00+00:00,17,11,9,9
2026-03-18 00:00:00+00:00,16,11,36,6
2026-03-19 00:00:00+00:00,22,18,9,6
2026-03-20 00:00:00+00:00,16,12,27,8
2026-03-21 00:00:00+00:00,18,13,20,9
2026-03-22 00:00:00+00:00,17,11,20,6
2026-03-23 00:00:00+00:00,12,11,15,9
2026-03-24 00:00:00+00:00,23,14,16,8
2026-03-25 00:00:00+00:00,12,11,11,8
2026-03-26 00:00:00+00:00,23,14,9,6
2026-03-27 00:00:00+00:00,27,17,10,9
2026-03-28 00:00:00+00:00,26,17,37,13
