time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-27 00:00:00+00:00,6,6,2,2
2025-08-28 00:00:00+00:00,19,13,4,4
2025-08-29 00:00:00+00:00,18,12,16,6
2025-08-30 00:00:00+00:00,26,20,13,6
2025-08-31 00:00:00+00:00,23,15,8,3
2025-09-01 00:00:00+00:00,38,26,6,5
2025-09-02 00:00:00+00:00,20,14,10,8
2025-09-03 00:00:00+00:00,17,11,11,4
2025-09-04 00:00:00+00:00,21,18,37,8
2025-09-05 00:00:00+00:00,15,15,4,4
2025-09-06 00:00:00+00:00,16,16,2,2
2025-09-07 00:00:00+00:00,15,14,8,6
2025-09-08 00:00:00+00:00,12,12,8,6
2025-09-09 00:00:00+00:00,24,21,7,5
